id,kod_pytania,partia_numer,partia_tytul,zagadnienie,wariant,numer_pytania,pytanie_skrot,pytanie,odpowiedz_wzorcowa,notatka,ma_odpowiedz,zrodlo_plik
139,FAL-B02,8,Ruch drgający i fale,Ruch drgający i fale,B,2,Wykres sinusoidalny osiąga maksimum co 4 s. Jaki jest okres?,Wykres sinusoidalny osiąga maksimum co 4 s. Jaki jest okres?,"Okres to czas jednego pełnego cyklu drgań, czyli czas między dwoma kolejnymi, następującymi po sobie takimi samymi momentami ruchu (np. między dwoma kolejnymi maksimami). Skoro wykres osiąga maksimum co 4 s, oznacza to, że odstęp między kolejnymi maksimami wynosi 4 s, więc okres T=4 s. Pułapka: okresu nie należy mylić z czasem od startu (t=0) do pierwszego maksimum - jeśli drganie nie zaczyna się w maksimum, ten pierwszy odcinek czasu może być inny niż pełny okres; tu jednak wprost podano odstęp między kolejnymi maksimami, więc T=4 s jest poprawną odpowiedzią.",pułapka: mylenie okresu z czasem do pierwszego maksimum,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
140,FAL-B03,8,Ruch drgający i fale,Ruch drgający i fale,B,3,"Fala na wodzie porusza korek w górę-dół, ale korek nie przesuwa się do…","Fala na wodzie porusza korek w górę-dół, ale korek nie przesuwa się do brzegu. Co to mówi o tym, co „przenosi się"" z falą?","Skoro korek jedynie unosi się i opada w miejscu, a nie wędruje razem z falą do brzegu, oznacza to, że fala nie przenosi materii (wody), tylko energię i zaburzenie ruchu (drganie) przekazywane z cząsteczki na cząsteczkę. Woda w każdym punkcie porusza się lokalnie w górę i w dół (lub po niewielkim torze kolistym), przekazując ten ruch sąsiednim cząsteczkom, dzięki czemu kształt fali przemieszcza się po powierzchni, ale sama woda pozostaje w przybliżeniu w tym samym miejscu. Pułapka: fala mechaniczna to przenoszenie energii i informacji o drganiu, a nie przenoszenie samej materii ośrodka.","pułapka: przekonanie, że fala przenosi materię",TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
141,FAL-B04,8,Ruch drgający i fale,Ruch drgający i fale,B,4,Fala o f=2 Hz i λ=3 m. Oblicz prędkość.,Fala o f=2 Hz i λ=3 m. Oblicz prędkość.,"Prędkość fali obliczamy ze wzoru v=λ·f (długość fali razy częstotliwość), a nie v=λ/f. Podstawiając: v=3 m · 2 Hz=6 m/s. Sens wzoru: częstotliwość mówi, ile pełnych fal „przechodzi"" w ciągu sekundy, a długość fali to dystans jednej pełnej fali, więc mnożąc te wielkości, dostajemy dystans, jaki fala pokonuje w ciągu sekundy, czyli prędkość. Pułapka: dzielenie λ/f dałoby błędny wynik (1,5 m/s) i nie ma fizycznego uzasadnienia w tym kontekście - to częstotliwość mnoży się przez długość fali, a nie odwrotnie.",pułapka: v=λ/f zamiast v=λ·f,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
142,FAL-B05,8,Ruch drgający i fale,Ruch drgający i fale,B,5,"Jak drgająca struna gitary powoduje, że słyszysz dźwięk?","Jak drgająca struna gitary powoduje, że słyszysz dźwięk?","Szarpnięta struna zaczyna drgać wokół swojego położenia równowagi. Drgająca struna popycha sąsiadujące cząsteczki powietrza, na przemian je ściskając i rozrzedzając, co tworzy w powietrzu obszary zagęszczeń i rozrzedzeń rozchodzące się od struny we wszystkich kierunkach jako fala dźwiękowa. Gdy taka fala dociera do ucha, powoduje drgania błony bębenkowej, które są przekształcane na sygnały nerwowe odbierane przez mózg jako dźwięk. Częstotliwość drgań struny decyduje o wysokości usłyszanego dźwięku, a amplituda tych drgań - o jego głośności.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
143,FAL-B06,8,Ruch drgający i fale,Ruch drgający i fale,B,6,"Dwa dźwięki tej samej częstotliwości, różnej głośności. Co je różni, skoro…","Dwa dźwięki tej samej częstotliwości, różnej głośności. Co je różni, skoro wysokość jest ta sama?","Wysokość dźwięku zależy od częstotliwości drgań źródła - skoro obydwa dźwięki mają tę samą częstotliwość, brzmią tak samo „wysoko"" (np. ta sama nuta). Głośność natomiast zależy od amplitudy drgań (a dokładniej od energii fali dźwiękowej, jaka dociera do ucha) - dźwięk o większej amplitudzie drgań źródła jest głośniejszy, mimo tej samej częstotliwości. Pułapka: nie należy mylić wysokości dźwięku (częstotliwość) z jego głośnością (amplituda) - to dwie niezależne cechy fali dźwiękowej, więc dźwięki mogą różnić się głośnością, mając identyczną wysokość.",pułapka: mylenie głośności z wysokością,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
144,FAL-B07,8,Ruch drgający i fale,Ruch drgający i fale,B,7,(fakultatywne) Podaj zwierzę słyszące ultradźwięki i wyjaśnij różnicę…,(fakultatywne) Podaj zwierzę słyszące ultradźwięki i wyjaśnij różnicę względem dźwięków słyszalnych.,"Przykładem zwierzęcia słyszącego ultradźwięki jest nietoperz (a także np. pies czy delfin), który wykorzystuje echolokację - wysyła fale dźwiękowe o bardzo wysokiej częstotliwości i nasłuchuje ich odbicia od przeszkód, by orientować się w przestrzeni. Ultradźwięki to fale dźwiękowe o częstotliwości powyżej ok. 20 000 Hz (20 kHz), czyli powyżej górnej granicy słyszalności ucha ludzkiego - człowiek słyszy zwykle w zakresie ok. 20 Hz-20 000 Hz. Różnica między ultradźwiękami a dźwiękami słyszalnymi dla człowieka polega więc wyłącznie na częstotliwości drgań, nie na innej naturze fizycznej fali - to nadal fale mechaniczne (dźwiękowe), tylko o częstotliwości wykraczającej poza zakres, jaki może odebrać ludzkie ucho.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
145,FAL-B08,8,Ruch drgający i fale,Ruch drgający i fale,B,8,"Jak zmierzyć okres wahadła stoperem, minimalizując błąd?","Jak zmierzyć okres wahadła stoperem, minimalizując błąd?","Zamiast mierzyć czas jednego wahnięcia (co dawałoby duży błąd względny, bo krótki czas jest trudny do precyzyjnego zmierzenia reakcją ludzką), należy zmierzyć czas wielu pełnych okresów naraz, np. 10 lub 20 pełnych wahnięć w tę i z powrotem, uruchamiając stoper dokładnie w momencie przejścia wahadła przez punkt równowagi (bo tam ma ono największą prędkość, więc łatwiej precyzyjnie „złapać"" moment) i zatrzymując go po zliczeniu tej samej liczby pełnych okresów. Otrzymany łączny czas dzielimy przez liczbę zliczonych okresów, by uzyskać średni czas jednego okresu T - dzięki uśrednieniu po wielu cyklach błąd reakcji osoby mierzącej rozkłada się na wiele pomiarów i ma dużo mniejszy wpływ na wynik końcowy.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
146,FAL-B09,8,Ruch drgający i fale,Ruch drgający i fale,B,9,Zaproponuj doświadczenie z linijką/gumką pokazujące wpływ częstotliwości…,Zaproponuj doświadczenie z linijką/gumką pokazujące wpływ częstotliwości na wysokość dźwięku.,"Przyłóż elastyczną linijkę (lub napiętą gumkę recepturkę) tak, by jeden jej koniec wystawał poza krawędź stołu, dociśnij drugi koniec do blatu i szarpnij wystający fragment, by zaczął drgać. Gdy wysunięty (drgający) fragment linijki jest długi, drga wolno (niska częstotliwość) i słychać niski dźwięk (lub w ogóle brak dźwięku słyszalnego, jeśli drga za wolno). Skracając wysunięty fragment linijki (dosuwając ją coraz bardziej na blat), sztywność drgającej części rośnie, drgania stają się szybsze (wyższa częstotliwość) i słyszany dźwięk staje się wyraźnie wyższy. Doświadczenie to pokazuje bezpośrednią zależność: im wyższa częstotliwość drgań, tym wyższy (bardziej „piskliwy"") dźwięk.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
147,FAL-C01,8,Ruch drgający i fale,Ruch drgający i fale,C,1,"Kamień wrzucony do stawu tworzy fale kołowe. Oszacuj „na oko"", czy liść w…","Kamień wrzucony do stawu tworzy fale kołowe. Oszacuj „na oko"", czy liść w pobliżu zostanie przeniesiony do brzegu, potem uzasadnij naturą fali mechanicznej.","Na oko: liść nie zostanie przeniesiony do brzegu razem z falą - będzie jedynie unosił się i opadał (kołysał w górę-dół, ewentualnie po niewielkim torze kolistym) mniej więcej w tym samym miejscu, w którym pływał wcześniej. Uzasadnienie: fala na wodzie jest falą mechaniczną, która przenosi energię i zaburzenie ruchu (drganie) przekazywane kolejno między cząsteczkami wody, a nie samą materię ośrodka. Każda cząsteczka wody (a wraz z nią unoszący się na niej liść) drga lokalnie wokół swojego położenia, przekazując ruch dalej, dzięki czemu kształt fali (krąg zaburzenia) przemieszcza się po powierzchni stawu w kierunku brzegu, natomiast woda (i liść) pozostają z grubsza w tym samym miejscu.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
148,FAL-C02,8,Ruch drgający i fale,Ruch drgający i fale,C,2,Dźwięk wysoki-cichy i niski-głośny. Połącz częstotliwość i amplitudę…,"Dźwięk wysoki-cichy i niski-głośny. Połącz częstotliwość i amplitudę, wyjaśniając różnicę fal.","Wysokość dźwięku zależy od częstotliwości drgań źródła - dźwięk wysoki oznacza dużą częstotliwość (drgania powtarzają się bardzo szybko), a dźwięk niski oznacza małą częstotliwość (drgania są wolniejsze). Głośność dźwięku zależy natomiast od amplitudy drgań (i związanej z nią energii fali) - dźwięk cichy ma małą amplitudę, a dźwięk głośny dużą amplitudę. Dźwięk „wysoki-cichy"" to więc fala o dużej częstotliwości, ale małej amplitudzie, a dźwięk „niski-głośny"" to fala o małej częstotliwości, lecz dużej amplitudzie - częstotliwość i amplituda to dwie niezależne cechy fali dźwiękowej, więc mogą się łączyć w dowolnej kombinacji, opisując odpowiednio wysokość i głośność dźwięku.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
149,FAL-C03,8,Ruch drgający i fale,Ruch drgający i fale,C,3,Fala o λ=2 m porusza się z v=340 m/s. Oszacuj rząd wielkości…,"Fala o λ=2 m porusza się z v=340 m/s. Oszacuj rząd wielkości częstotliwości, zanim obliczysz dokładnie.","Szacunek: prędkość (ok. 340 m/s, czyli rzędu kilkuset) podzielona przez długość fali (2 m, czyli rzędu jedności) da wynik rzędu setek, więc częstotliwość powinna wynosić w przybliżeniu 100-200 Hz. Dokładne obliczenie ze wzoru f=v/λ: f=340 m/s / 2 m=170 Hz. Wynik dokładny (170 Hz) mieści się w oszacowanym rzędzie wielkości (setki herców), co potwierdza poprawność obliczeń - to typowa częstotliwość niskiego, słyszalnego dla człowieka dźwięku, spójna z prędkością dźwięku w powietrzu (ok. 340 m/s).",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
150,FAL-D01,8,Ruch drgający i fale,Ruch drgający i fale,D,1,"Kolega: „Fala na wodzie przenosi wodę aż do brzegu, dlatego widać, jak…","Kolega: „Fala na wodzie przenosi wodę aż do brzegu, dlatego widać, jak fala 'płynie'"".","Tak, kolega popełnia błąd. Fala mechaniczna, w tym fala na wodzie, nie przenosi materii (samej wody) aż do brzegu - przenosi energię i zaburzenie ruchu, które jest przekazywane kolejno między cząsteczkami ośrodka. Każda cząsteczka wody drga w miejscu (najczęściej po niewielkim, w przybliżeniu kolistym torze), przekazując ruch sąsiedniej cząsteczce, dzięki czemu kształt zaburzenia (fala) przemieszcza się po powierzchni w stronę brzegu, ale sama woda w większości pozostaje w tym samym rejonie. To, co „widać jak płynie"", to przemieszczający się kształt fali (wzór wzniesień i dolin), a nie fizyczny transport wody - łatwo to sprawdzić, obserwując pływający korek, który unosi się i opada w miejscu, zamiast być zniesionym falą do brzegu.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
151,FAL-D02,8,Ruch drgający i fale,Ruch drgający i fale,D,2,"Koleżanka: v=f/λ=5/2=2,5 m/s dla f=5 Hz, λ=2 m.","Koleżanka: v=f/λ=5/2=2,5 m/s dla f=5 Hz, λ=2 m.","Tak, to błąd - koleżanka użyła niewłaściwego wzoru, dzieląc częstotliwość przez długość fali zamiast je pomnożyć. Poprawny wzór na prędkość fali to v=λ·f (długość fali razy częstotliwość), bo częstotliwość mówi, ile pełnych fal „mija"" dany punkt w ciągu sekundy, a długość fali to dystans jednej pełnej fali - iloczyn tych wielkości daje dystans pokonywany przez falę w ciągu sekundy, czyli prędkość. Podstawiając poprawnie: v=2 m · 5 Hz=10 m/s, a nie 2,5 m/s. Warto wytłumaczyć koleżance, że wzór v=λ·f warto zapamiętać razem z jego sensem fizycznym, żeby nie mylić go z przypadkowym dzieleniem wielkości.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
152,OPT-A01,9,Optyka,Optyka,A,1,Dlaczego widzimy cień za nieprzezroczystym przedmiotem oświetlonym z…,Dlaczego widzimy cień za nieprzezroczystym przedmiotem oświetlonym z jednej strony?,"Światło rozchodzi się po liniach prostych, więc gdy napotyka nieprzezroczysty przedmiot, nie może go ominąć ani przez niego przeniknąć - zostaje zatrzymane lub pochłonięte. Za przedmiotem powstaje więc obszar, do którego promienie światła w ogóle nie docierają, i to właśnie widzimy jako ciemny cień o kształcie zbliżonym do rzutu przedmiotu. Gdyby światło rozchodziło się np. falami dookolnymi jak dźwięk, cień nie powstawałby w tak ostrej, geometrycznej formie.",,TAK,odpowiedzi-fizyka-optyka.csv
153,OPT-A02,9,Optyka,Optyka,A,2,Czym różni się obraz pozorny od rzeczywistego?,Czym różni się obraz pozorny od rzeczywistego?,"Obraz rzeczywisty powstaje tam, gdzie promienie świetlne po odbiciu lub załamaniu faktycznie się przecinają i skupiają - taki obraz można wyświetlić na ekranie (np. w rzutniku lub w oku). Obraz pozorny natomiast powstaje tam, gdzie promienie tylko wydają się przecinać po przedłużeniu wstecz, ale w rzeczywistości tam nie docierają - takiego obrazu nie da się rzucić na ekran, można go jedynie zobaczyć, patrząc w odpowiednim kierunku (np. odbicie w płaskim lustrze).",,TAK,odpowiedzi-fizyka-optyka.csv
154,OPT-B01,9,Optyka,Optyka,B,1,"Wytłumacz, dlaczego wokół cienia powstaje półcień przy rozciągłym źródle…","Wytłumacz, dlaczego wokół cienia powstaje półcień przy rozciągłym źródle światła.","Rozciągłe źródło światła (np. żarówka o pewnych rozmiarach, a nie punktowy laser) wysyła promienie z wielu różnych punktów swojej powierzchni jednocześnie. Obszar, do którego nie dociera żaden promień z żadnego punktu źródła, to pełny cień, natomiast obszar, do którego dociera światło tylko z części źródła (bo reszta jest zasłonięta przez przedmiot), to półcień - miejsce częściowo oświetlone. Powstanie półcienia wynika więc z rozmiaru źródła, a nie z ostrości czy kształtu krawędzi przedmiotu - przy idealnie punktowym źródle światła półcień w ogóle by nie powstał, nawet gdyby krawędź przedmiotu była nieregularna.",pułapka: mylenie przyczyny z ostrością krawędzi przedmiotu,TAK,odpowiedzi-fizyka-optyka.csv
155,OPT-B02,9,Optyka,Optyka,B,2,Czym różni się odbicie od zwierciadła płaskiego od odbicia od sferycznego…,Czym różni się odbicie od zwierciadła płaskiego od odbicia od sferycznego (wiązka równoległa)?,"Od zwierciadła płaskiego wiązka promieni równoległych odbija się nadal jako wiązka równoległa - kąt padania równa się kątowi odbicia dla każdego promienia tak samo, a powierzchnia jest płaska, więc kierunki promieni po odbiciu pozostają wzajemnie równoległe. Od zwierciadła sferycznego (np. wklęsłego) promienie równoległe padają na powierzchnię pod różnymi kątami względem lokalnej normalnej w każdym punkcie, więc po odbiciu zbiegają się (lub rozbiegają, w przypadku zwierciadła wypukłego) w jednym punkcie - ognisku. Nie każde zwierciadło odbija światło ""tak samo lustrzano"" w sensie geometrii wiązki - kształt powierzchni decyduje o tym, czy wiązka pozostaje równoległa, skupia się, czy się rozprasza.","pułapka: przekonanie, że każde zwierciadło odbija 'lustrzano' tak samo",TAK,odpowiedzi-fizyka-optyka.csv
156,OPT-B03,9,Optyka,Optyka,B,3,Dlaczego widzimy kartkę papieru z każdego kąta w pokoju?,Dlaczego widzimy kartkę papieru z każdego kąta w pokoju?,"Powierzchnia kartki papieru jest mikroskopowo chropowata, więc padające na nią światło odbija się w wielu różnych kierunkach jednocześnie - to zjawisko nazywamy odbiciem rozproszonym (dyfuzyjnym), w przeciwieństwie do odbicia zwierciadlanego, gdzie promienie odbijają się w jednym, ściśle określonym kierunku. Dzięki rozproszeniu z każdego punktu kartki dociera choć trochę światła w niemal każdym kierunku, dlatego widzimy ją niezależnie od tego, pod jakim kątem na nią patrzymy. Nie oznacza to braku odbicia - światło wciąż się odbija, tylko w wielu kierunkach naraz, a nie w jednym.",pułapka: mylenie rozproszenia z brakiem odbicia,TAK,odpowiedzi-fizyka-optyka.csv
157,OPT-B04,9,Optyka,Optyka,B,4,"Dlaczego zwierciadło wklęsłe skupia równoległe promienie, a płaskie nie?","Dlaczego zwierciadło wklęsłe skupia równoległe promienie, a płaskie nie?","Powierzchnia zwierciadła wklęsłego jest zakrzywiona do wewnątrz, więc normalna (linia prostopadła do powierzchni) w każdym jej punkcie ma inny kierunek - promienie równoległe padające na różne punkty takiej powierzchni odbijają się pod różnymi kątami w taki sposób, że wszystkie przecinają się w jednym punkcie, zwanym ogniskiem. Zwierciadło płaskie ma tę samą normalną w każdym punkcie (jest płaskie), więc wszystkie promienie odbijają się pod tym samym kątem względem swojego kierunku padania i pozostają wzajemnie równoległe - nie mają więc jak się zbiec w jednym punkcie. Zdolność skupiania wynika zatem z krzywizny powierzchni, której zwierciadło płaskie po prostu nie posiada.",pułapka: przypisywanie skupiania też zwierciadłu płaskiemu,TAK,odpowiedzi-fizyka-optyka.csv
158,OPT-B05,9,Optyka,Optyka,B,5,"Dlaczego obraz Twojej twarzy w lustrze wydaje się być ""za lustrem""?","Dlaczego obraz Twojej twarzy w lustrze wydaje się być ""za lustrem""?","Promienie światła odbite od twarzy padają na lustro i odbijają się do naszego oka zgodnie z prawem odbicia, ale mózg interpretuje światło docierające do oka tak, jakby rozchodziło się po liniach prostych od miejsca, z którego pozornie przybywa. Przedłużając odbite promienie wstecz, za powierzchnię lustra, otrzymujemy punkt, w którym promienie te wydają się przecinać - to właśnie tam mózg ""umieszcza"" obraz. W rzeczywistości żadne promienie nie przechodzą przez taflę lustra ani nie istnieją fizycznie za nim - to obraz czysto pozorny, wynikający z konstrukcji geometrycznej, a nie z faktycznego przejścia światła przez szkło.","pułapka: przekonanie, że promienie faktycznie przechodzą przez lustro",TAK,odpowiedzi-fizyka-optyka.csv
159,OPT-B06,9,Optyka,Optyka,B,6,"Patyk w szklance z wodą wydaje się ""złamany"". Wytłumacz kierunek załamania.","Patyk w szklance z wodą wydaje się ""złamany"". Wytłumacz kierunek załamania.","Światło zmienia prędkość przy przejściu między ośrodkami o różnej gęstości optycznej (z powietrza do wody lub odwrotnie), co powoduje załamanie - promień zmienia kierunek biegu, chyba że pada dokładnie prostopadle do powierzchni. Przechodząc z ośrodka rzadszego optycznie (powietrze) do gęstszego (woda), promień ugina się w stronę normalnej (linii prostopadłej do powierzchni wody w punkcie padania), czyli kąt załamania jest mniejszy niż kąt padania. Dlatego część patyka widziana pod wodą wydaje się przesunięta względem części nad wodą - mózg odtwarza bieg promieni jako linie proste, nieświadome załamania, i ""widzi"" patyk jakby był złamany dokładnie na granicy powietrze-woda.",pułapka: mylenie kierunku załamania względem normalnej,TAK,odpowiedzi-fizyka-optyka.csv
160,OPT-B07,9,Optyka,Optyka,B,7,Czym różni się bieg promieni po przejściu przez soczewkę skupiającą i…,Czym różni się bieg promieni po przejściu przez soczewkę skupiającą i rozpraszającą?,"Soczewka skupiająca (wypukła w środku grubsza niż na brzegach) załamuje promienie równoległe tak, że po przejściu przez nią zbiegają się one w jednym punkcie po drugiej stronie soczewki - ognisku rzeczywistym, przez które faktycznie przechodzą promienie. Soczewka rozpraszająca (wklęsła, cieńsza w środku niż na brzegach) załamuje promienie równoległe tak, że po przejściu przez nią rozbiegają się one na boki - nie przecinają się faktycznie, a jedynie ich przedłużenia wstecz (po stronie źródła światła) zbiegają się w ognisku pozornym. Obie soczewki więc załamują światło, ale w przeciwnych kierunkach - jedna zbiera promienie w punkt, druga je rozprasza.","pułapka: przekonanie, że obie skupiają w jednym punkcie",TAK,odpowiedzi-fizyka-optyka.csv
161,OPT-B08,9,Optyka,Optyka,B,8,"Dlaczego krótkowzroczność koryguje się soczewką rozpraszającą, a nie…","Dlaczego krótkowzroczność koryguje się soczewką rozpraszającą, a nie skupiającą?","W krótkowzroczności gałka oczna jest zbyt wydłużona (lub soczewka oka zbyt mocno skupia światło), przez co obraz odległych przedmiotów powstaje przed siatkówką, a nie dokładnie na niej - stąd niewyraźne widzenie dali. Soczewka rozpraszająca, umieszczona przed okiem, delikatnie rozprasza promienie światła jeszcze zanim dotrą do soczewki oka, co efektywnie ""cofa"" miejsce powstawania obrazu dokładnie na siatkówkę. Soczewka skupiająca dodatkowo wzmacniałaby zbieganie promieni, przesuwając obraz jeszcze bardziej przed siatkówkę, więc pogorszyłaby widzenie zamiast je poprawić - dlatego stosuje się tu soczewki o mocy ujemnej (rozpraszające), a nie dodatniej.",pułapka: odwrócenie typu soczewki,TAK,odpowiedzi-fizyka-optyka.csv
162,OPT-B09,9,Optyka,Optyka,B,9,Dlaczego światło białe przez pryzmat daje tęczę barw?,Dlaczego światło białe przez pryzmat daje tęczę barw?,"Światło białe jest w rzeczywistości mieszaniną fal o różnych długościach, odpowiadających różnym barwom (od czerwonej po fioletową). Szkło pryzmatu załamuje światło o różnych długościach fali pod nieco innymi kątami (współczynnik załamania zależy od długości fali - zjawisko to nazywa się dyspersją), więc poszczególne barwy, wcześniej nałożone na siebie w jednej wiązce światła białego, po przejściu przez pryzmat rozchodzą się w nieco różnych kierunkach i stają się widoczne osobno jako tęcza. Pryzmat nie tworzy więc nowych kolorów, lecz jedynie rozdziela (rozszczepia) barwy, które od początku były obecne w świetle białym.","pułapka: przekonanie, że pryzmat 'tworzy' kolory, a nie rozdziela",TAK,odpowiedzi-fizyka-optyka.csv
163,OPT-B10,9,Optyka,Optyka,B,10,Dlaczego światło lasera nie rozszczepia się w pryzmacie?,Dlaczego światło lasera nie rozszczepia się w pryzmacie?,"Rozszczepienie w pryzmacie wynika z tego, że różne długości fali (kolory) załamują się pod nieco innymi kątami - im więcej różnych barw zawiera wiązka światła, tym wyraźniejsza tęcza powstaje po przejściu przez pryzmat. Światło lasera jest natomiast monochromatyczne (jednobarwne) - składa się praktycznie z jednej, ściśle określonej długości fali, więc nie ma w nim różnych barw, które mogłyby się rozdzielić. Wiązka lasera po przejściu przez pryzmat zmienia jedynie kierunek (ulega załamaniu jako całość), ale pozostaje jednym, wąskim promieniem o niezmienionym kolorze - nie każde światło musi się rozszczepiać, a jedynie takie, które zawiera mieszaninę wielu długości fali.","pułapka: przekonanie, że każde światło musi się rozszczepić",TAK,odpowiedzi-fizyka-optyka.csv
164,OPT-B11,9,Optyka,Optyka,B,11,"Uporządkuj fale: mikrofale, gamma, widzialne, radiowe; podaj zastosowanie…","Uporządkuj fale: mikrofale, gamma, widzialne, radiowe; podaj zastosowanie jednej z nich.","Fale te są częścią widma fal elektromagnetycznych, uporządkowane według rosnącej częstotliwości (malejącej długości fali) następująco: fale radiowe (najdłuższe, najmniejsza częstotliwość) → mikrofale → światło widzialne → promieniowanie gamma (najkrótsze, największa częstotliwość i energia). Wszystkie to fale elektromagnetyczne, różniące się jedynie długością fali i energią, a nie np. fale dźwiękowe, które są zupełnie innym rodzajem fali (mechaniczną, wymagającą ośrodka materialnego do rozchodzenia się). Przykładowe zastosowanie: mikrofale wykorzystuje się w kuchenkach mikrofalowych do podgrzewania jedzenia (pobudzają drgania cząsteczek wody) oraz w łączności bezprzewodowej (Wi-Fi, telefonia komórkowa).",pułapka: mylenie fal radiowych z dźwiękowymi,TAK,odpowiedzi-fizyka-optyka.csv
165,OPT-B12,9,Optyka,Optyka,B,12,Zaproponuj doświadczenie z latarką i kartką z otworem pokazujące…,Zaproponuj doświadczenie z latarką i kartką z otworem pokazujące prostoliniowe rozchodzenie się światła.,"Można ustawić w jednej linii latarkę, trzy kartki z małymi otworkami na tej samej wysokości oraz ekran (np. białą ścianę), tak by światło z latarki przechodziło przez wszystkie trzy otworki i padało na ekran. Gdy otworki są dokładnie wyrównane w linii prostej, światło swobodnie przez nie przechodzi i widać jasną plamkę na ekranie; wystarczy jednak nieznacznie przesunąć jedną z kartek w bok, a światło przestaje docierać do ekranu, mimo że otworek w tej kartce wciąż jest otwarty. Pokazuje to, że światło rozchodzi się po linii prostej - jeśli otworki nie są w jednej linii z latarką, promień nie może ""skręcić"", by przez nie przejść.",,TAK,odpowiedzi-fizyka-optyka.csv
166,OPT-B13,9,Optyka,Optyka,B,13,Jak zademonstrować rozszczepienie światła pryzmatem?,Jak zademonstrować rozszczepienie światła pryzmatem?,"Wystarczy skierować wąską wiązkę światła białego (np. z latarki lub przez szczelinę w zasłoniętym oknie, gdy świeci słońce) na szklany pryzmat, ustawiony tak, by promień padał na jedną z jego ścian pod pewnym kątem, a za pryzmatem umieścić biały ekran lub kartkę papieru w pewnej odległości. Po przejściu przez pryzmat wiązka światła białego rozdzieli się na widoczne na ekranie pasmo barw tęczy (od czerwieni przez pomarańcz, żółć, zieleń, błękit, po fiolet), ułożonych zawsze w tej samej kolejności, ponieważ każda barwa załamuje się pod nieco innym kątem. To bezpośrednio pokazuje, że światło białe jest mieszaniną barw, a pryzmat je rozdziela (rozszczepia), a nie tworzy.",,TAK,odpowiedzi-fizyka-optyka.csv
167,OPT-C01,9,Optyka,Optyka,C,1,"Patrzysz w łyżkę od strony wklęsłej i wypukłej. Oszacuj ""na oko"", czy…","Patrzysz w łyżkę od strony wklęsłej i wypukłej. Oszacuj ""na oko"", czy obraz wygląda tak samo — potem wytłumacz różnicę.","Obraz wygląda inaczej po obu stronach łyżki, ponieważ wklęsła i wypukła strona działają jak dwa różne rodzaje zwierciadeł sferycznych. Strona wklęsła (wewnętrzna) zachowuje się jak zwierciadło wklęsłe - w zależności od odległości twarzy od łyżki może dawać obraz powiększony i prosty (gdy twarz jest blisko, bliżej ogniska) lub odwrócony (gdy twarz jest dalej niż ognisko), bo promienie skupiają się i mogą się przeciąć przed dotarciem do oka. Strona wypukła (zewnętrzna) działa jak zwierciadło wypukłe, które zawsze daje obraz pozorny, pomniejszony i prosty, niezależnie od odległości - ponieważ taka powierzchnia rozprasza odbite promienie, a nie skupia ich w rzeczywistym punkcie. Różnica wynika więc z przeciwnej krzywizny obu powierzchni odbijających.",,TAK,odpowiedzi-fizyka-optyka.csv
168,OPT-C02,9,Optyka,Optyka,C,2,"Światło białe pada na pryzmat, rozszczepiona wiązka trafia na ekran…","Światło białe pada na pryzmat, rozszczepiona wiązka trafia na ekran. Połącz mieszaninę barw, załamanie i rozszczepienie.","Światło białe jest mieszaniną fal o różnych długościach odpowiadających różnym barwom, nałożonych na siebie w jednej wiązce. Przechodząc przez pryzmat, każda długość fali załamuje się pod nieco innym kątem, ponieważ współczynnik załamania szkła zależy od długości fali (zjawisko dyspersji) - fale krótsze (fiolet, niebieski) załamują się silniej niż fale dłuższe (czerwony). W efekcie tego różnego załamania poszczególne barwy, wcześniej nierozróżnialne w świetle białym, rozdzielają się przestrzennie (rozszczepiają) i po dotarciu do ekranu tworzą widoczne, uporządkowane pasmo tęczy - to bezpośredni dowód, że białe światło jest złożeniem wielu barw, a nie jedną, jednolitą barwą.",,TAK,odpowiedzi-fizyka-optyka.csv
