id,kod,przedmiot,partia_numer,partia_tytul,zagadnienie,wariant,numer_pytania,streszczenie_pytania,pytanie,odpowiedz_wzorcowa,notatka
118,CHEM-P6-D01,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,D,1,Błąd: C3H8 jako alken,"Kolega twierdzi: „C3H8 to alken, bo ma 8 atomów wodoru, czyli dużo, więc jest nienasycony”. Oceń.","To stwierdzenie zawiera błąd. C3H8 to propan, czyli alkan (węglowodór nasycony), a nie alken. Sprawdzamy to, podstawiając n=3 do wzoru ogólnego alkanów CnH2n+2: 2×3+2=8, co dokładnie zgadza się ze wzorem C3H8 — więc jest to typowy, w pełni nasycony alkan. Błąd kolegi polega na odwróceniu logiki: to właśnie duża liczba atomów wodoru (maksymalna możliwa dla danej liczby atomów węgla) świadczy o pełnym nasyceniu cząsteczki wodorem, a nie o jej nienasyceniu — węglowodór nienasycony miałby mniej atomów wodoru niż maksymalna możliwa liczba (dla n=3 alken miałby wzór C3H6, czyli mniej, a nie więcej wodoru). Żeby wytłumaczyć to koledze: nienasycenie nie oznacza „dużo wodoru”, tylko odwrotnie — brakuje części wodoru w porównaniu do alkanu o tej samej liczbie atomów węgla, bo część „miejsc” zajęło dodatkowe wiązanie między atomami węgla.",zadanie zawiera błąd
119,CHEM-P6-D02,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,D,2,Błąd: bilansowanie spalania metanu,"Koleżanka pisze równanie spalania metanu jako CH4 + O2 → CO2 + H2O i mówi, że jest zbilansowane. Sprawdź.","To stwierdzenie zawiera błąd — podane równanie nie jest zbilansowane. Sprawdźmy bilans atomów po obu stronach zapisu CH4 + O2 → CO2 + H2O: po lewej stronie mamy 1 atom węgla, 4 atomy wodoru i 2 atomy tlenu, a po prawej stronie 1 atom węgla, tylko 2 atomy wodoru (z jednej cząsteczki H2O) i 3 atomy tlenu (2 z CO2 i 1 z H2O) — liczba atomów wodoru i tlenu się nie zgadza. Poprawnie zbilansowane równanie to: CH4 + 2O2 → CO2 + 2H2O — teraz po lewej stronie mamy 1 atom węgla, 4 atomy wodoru i 4 atomy tlenu (2×2), a po prawej 1 atom węgla, 4 atomy wodoru (2×2 z dwóch cząsteczek wody) i 4 atomy tlenu (2 z CO2 + 2 z dwóch cząsteczek H2O) — teraz wszystko się zgadza. Żeby wytłumaczyć to koleżance: trzeba zawsze policzyć liczbę atomów każdego pierwiastka osobno po obu stronach równania i dobrać współczynniki tak, żeby się one zgadzały, a nie tylko sprawdzić, czy wzory „wyglądają podobnie”.",zadanie zawiera błąd
120,CHEM-P7-A01,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,A,1,Grupa –OH a właściwości alkoholu,"Co sprawia, że dodanie grupy –OH do węglowodoru zmienia go w zupełnie inną substancję (alkohol)?","Grupa –OH (hydroksylowa) jest silnie polarna i zdolna do tworzenia wiązań wodorowych, w przeciwieństwie do niepolarnych wiązań C–H i C–C budujących sam węglowodór. Podstawienie jednego atomu wodoru grupą –OH wprowadza do cząsteczki nowe, reaktywne miejsce – tzw. grupę funkcyjną – która decyduje o właściwościach chemicznych i fizycznych związku. Dlatego np. etanol, w odróżnieniu od etanu, rozpuszcza się w wodzie, ma znacznie wyższą temperaturę wrzenia i reaguje z sodem – to grupa funkcyjna, a nie szkielet węglowy, nadaje związkowi charakter chemiczny."
121,CHEM-P7-A02,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,A,2,Estryfikacja – co powstaje i znika,"Dlaczego reakcja estryfikacji łączy w sobie i kwas, i alkohol — co dokładnie „znika”, a co powstaje?","W reakcji estryfikacji kwas karboksylowy i alkohol łączą się ze sobą, a przy tym odszczepia się cząsteczka wody – grupa –OH pochodząca z kwasu oraz atom wodoru z grupy –OH alkoholu tworzą razem H2O. Pozostałe fragmenty obu cząsteczek łączą się nowym wiązaniem, zwanym wiązaniem estrowym, tworząc ester. Dlatego produktami każdej reakcji estryfikacji są zawsze dwie substancje: ester i woda, a do przebiegu reakcji niezbędny jest zarówno kwas, jak i alkohol – żaden z nich osobno estru nie utworzy."
122,CHEM-P7-B01,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,1,"Wzór i nazwa etanolu, mono- czy polihydroksylowy",Zapisz wzór sumaryczny i półstrukturalny etanolu i podaj jego nazwę systematyczną. Czy to alkohol mono- czy polihydroksylowy?,"Wzór sumaryczny etanolu: C2H6O (zapisywany też jako C2H5OH). Wzór półstrukturalny: CH3–CH2–OH. Nazwa systematyczna to etanol. Cząsteczka zawiera tylko jedną grupę –OH, więc jest to alkohol monohydroksylowy. Uwaga na pułapkę: liczba atomów węgla w cząsteczce (2) nie ma związku z liczbą grup –OH (1) – to, czy alkohol jest mono- czy polihydroksylowy, trzeba oceniać wyłącznie po liczbie grup –OH, a nie po długości łańcucha węglowego.",pułapka: mylenie liczby grup –OH z liczbą atomów węgla
123,CHEM-P7-B02,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,2,"Zastosowania metanolu i etanolu, toksyczność metanolu","Wymień jedno zastosowanie metanolu i etanolu oraz opisz, dlaczego metanol jest szczególnie niebezpieczny.","Etanol jest stosowany jako rozpuszczalnik oraz składnik napojów alkoholowych i środków dezynfekujących. Metanol jest stosowany głównie jako rozpuszczalnik przemysłowy oraz surowiec do produkcji formaliny i niektórych paliw. Metanol jest szczególnie niebezpieczny, ponieważ w organizmie człowieka jest utleniany do formaldehydu, a następnie do kwasu mrówkowego – substancji silnie toksycznych, które uszkadzają nerw wzrokowy (mogą powodować trwałą ślepotę) i zaburzają gospodarkę kwasowo-zasadową organizmu, prowadząc nawet do śmierci już przy spożyciu niewielkiej ilości (kilkanaście–kilkadziesiąt mililitrów). Pułapka: mimo podobnej budowy chemicznej metanol NIE jest „łagodniejszą wersją” etanolu – ich toksyczność dla organizmu jest zupełnie inna i nie można ich traktować zamiennie.",pułapka: mylenie toksyczności metanolu z etanolem
124,CHEM-P7-B03,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,3,"Wzór glicerolu, liczba grup –OH",Zapisz wzór glicerolu i podaj liczbę grup –OH w jego cząsteczce.,"Wzór glicerolu: C3H5(OH)3, co można też zapisać jako CH2OH–CHOH–CH2OH. Cząsteczka glicerolu zawiera 3 grupy –OH, dlatego jest alkoholem polihydroksylowym (trihydroksylowym). Pułapka: w tym akurat przypadku liczba atomów węgla (3) i liczba grup –OH (3) są sobie równe, co jest przypadkiem, a nie regułą – nie należy z tego wnioskować, że w innych alkoholach te dwie liczby zawsze się pokrywają (np. w etanolu są 2 atomy węgla, ale tylko 1 grupa –OH).",pułapka: pomylenie liczby atomów węgla z liczbą grup –OH
125,CHEM-P7-B04,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,4,Kwas organiczny w przyrodzie – przykład,Podaj przykład kwasu organicznego występującego w przyrodzie i miejsce jego występowania.,"Przykłady: kwas mrówkowy występuje w jadzie mrówek oraz w pokrzywach (powoduje pieczenie po dotknięciu liścia); kwas szczawiowy występuje w liściach szczawiu i rabarbaru; kwas cytrynowy występuje w owocach cytrusowych, np. w cytrynach i pomarańczach. Wystarczy podać jeden poprawnie dopasowany przykład (nazwa kwasu + jego naturalne źródło). Pułapka: nazwy tych trzech kwasów łatwo pomylić i przypisać im niewłaściwe źródło – trzeba pamiętać, który kwas pochodzi z których roślin/organizmów.","pułapka: mylenie nazw kwasu mrówkowego, szczawiowego i cytrynowego z ich źródłami"
126,CHEM-P7-B05,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,5,"Reakcja kwasu octowego z NaOH, dysocjacja, odczyn",Zapisz równanie reakcji kwasu etanowego z wodorotlenkiem sodu oraz równanie jego dysocjacji. Jaki jest odczyn wodnego roztworu kwasu octowego?,"Reakcja zobojętniania: CH3COOH + NaOH → CH3COONa + H2O. Dysocjacja: CH3COOH ⇌ CH3COO⁻ + H⁺ (strzałka dwustronna, bo kwas octowy jest słabym elektrolitem i dysocjuje tylko częściowo). Wodny roztwór kwasu octowego ma odczyn kwasowy, pH < 7. Pułapka: mimo że kwas octowy jest kwasem słabym i dysocjuje tylko w niewielkim stopniu, jego roztwór wodny nadal jest kwaśny – „słaby” odnosi się do stopnia dysocjacji, a nie do braku kwasowego odczynu.","pułapka: pominięcie, że roztwór ma odczyn kwasowy, pH<7"
127,CHEM-P7-B06,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,B,6,Otrzymywanie octanu etylu,"Zapisz równanie reakcji otrzymywania octanu etylu z kwasu etanowego i etanolu, wskazując drugi produkt.","Równanie reakcji estryfikacji: CH3COOH + C2H5OH ⇌ CH3COOC2H5 + H2O (reakcja odwracalna, katalizowana zazwyczaj stężonym kwasem siarkowym(VI)). Głównym produktem organicznym jest octan etylu, a drugim, koniecznym produktem tej reakcji jest woda. Pułapka: przy zapisywaniu równania łatwo zapomnieć dopisać wodę jako drugi produkt – w każdej reakcji estryfikacji obok estru zawsze powstaje H2O.",pułapka: pominięcie wody jako drugiego produktu estryfikacji
128,CHEM-P7-C01,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,C,1,Reakcja kwasu octowego z cynkiem vs HCl z metalem,"Zanim zapiszesz równanie, oszacuj „na oko”, czy reakcja kwasu etanowego z cynkiem będzie przebiegać podobnie do reakcji HCl z metalem. Zapisz równanie i porównaj typ reakcji.","Szacowanie: kwasy karboksylowe, podobnie jak kwasy nieorganiczne (np. HCl), zawierają w cząsteczce atom wodoru zdolny do oddysocjowania jako H⁺, więc można oczekiwać, że będą reagować z aktywnymi metalami w analogiczny sposób, wypierając wodór. Równanie reakcji: 2CH3COOH + Zn → (CH3COO)2Zn + H2↑. Jest to reakcja tego samego typu co Zn + 2HCl → ZnCl2 + H2 – w obu przypadkach metal wypiera wodór z kwasu (reakcja redoks/wypierania), różni się jedynie rodzaj otrzymanej soli: przy kwasie octowym powstaje sól organiczna (octan cynku), a przy HCl – sól nieorganiczna (chlorek cynku)."
129,CHEM-P7-C02,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,C,2,Skąd bierze się woda w reakcji estryfikacji,"Wytłumacz, dlaczego do otrzymania estru potrzebne są zarówno kwas, jak i alkohol, i wskaż, która część każdej cząsteczki „znika” w postaci wody.","Ester powstaje w wyniku połączenia się fragmentu pochodzącego z kwasu karboksylowego (reszty kwasowej, acylowej: R–CO–) z fragmentem pochodzącym z alkoholu (resztą alkoholową: –O–R'), dlatego oba te substraty są niezbędne – żaden z nich samodzielnie nie utworzy wiązania estrowego. W trakcie reakcji z grupy –OH kwasu oraz z atomu wodoru grupy –OH alkoholu powstaje cząsteczka wody, która „odchodzi” z układu, natomiast pozostałe części obu cząsteczek łączą się nowym wiązaniem estrowym (–CO–O–), tworząc ester. To pytanie sprawdza rozumienie mechanizmu estryfikacji, a nie tylko umiejętność zapisania gotowego równania."
130,CHEM-P7-C03,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,C,3,Kwas etanowy vs etanol – wpływ na odczyn,Porównaj kwas etanowy i etanol pod względem wpływu na odczyn roztworu wodnego.,"Kwas etanowy (octowy) w roztworze wodnym częściowo dysocjuje na jony H⁺ i CH3COO⁻, przez co jego wodny roztwór ma odczyn kwasowy, pH < 7. Etanol natomiast nie dysocjuje na jony – nie jest elektrolitem – dlatego jego wodny roztwór ma odczyn obojętny, pH ≈ 7. Choć obie cząsteczki zawierają grupę –OH, decydujące znaczenie ma to, że w kwasie etanowym grupa –COOH może odszczepiać kation H⁺, a w etanolu grupa –OH pozostaje niezdysocjowana. Pytanie sprawdza umiejętność łączenia wiedzy o budowie grup funkcyjnych z wiedzą o dysocjacji i odczynie roztworów."
131,CHEM-P7-D01,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,D,1,Błąd: glicerol jako alkohol monohydroksylowy,"Kolega mówi: „Glicerol to alkohol monohydroksylowy, bo to tylko jedna substancja”. Oceń.","Kolega popełnia błąd. Glicerol jest alkoholem POLIhydroksylowym (dokładniej trihydroksylowym), ponieważ jego cząsteczka zawiera trzy grupy –OH (wzór: C3H5(OH)3). Błąd kolegi polega na pomyleniu dwóch różnych pojęć: „jedna substancja” (jeden, konkretny związek chemiczny) nie ma nic wspólnego z liczbą grup funkcyjnych –OH w tej pojedynczej cząsteczce. Klasyfikacja alkoholi na mono- i polihydroksylowe zależy wyłącznie od liczby grup –OH w cząsteczce, a nie od tego, czy mówimy o jednej czy o wielu substancjach. Poprawne wyjaśnienie dla kolegi: policz grupy –OH we wzorze – w glicerolu są trzy, więc jest to alkohol trihydroksylowy (polihydroksylowy).",zadanie zawiera błąd
132,CHEM-P7-D02,chemia,7,Pochodne węglowodorów,Pochodne węglowodorów,D,2,Błąd: metanol równie bezpieczny jak etanol,"Koleżanka twierdzi: „Picie metanolu jest równie bezpieczne jak picie niewielkiej ilości etanolu, bo oba to zwykłe alkohole”. Oceń.","Koleżanka popełnia poważny błąd. Metanol i etanol, mimo podobnej budowy chemicznej (oba są alkoholami monohydroksylowymi), mają zupełnie inną toksyczność dla organizmu człowieka. Metanol jest silnie trujący nawet w małych dawkach, ponieważ w organizmie jest przekształcany w formaldehyd, a następnie w kwas mrówkowy – związki te uszkadzają nerw wzrokowy (mogą powodować trwałą ślepotę) i zaburzają równowagę kwasowo-zasadową organizmu, co może prowadzić do śmierci. Etanol jest metabolizowany przez organizm w bezpieczniejszy sposób (choć również jest szkodliwy w nadmiarze). Poprawne wyjaśnienie dla koleżanki: podobieństwo budowy chemicznej dwóch związków nie oznacza podobnej toksyczności – nigdy nie wolno spożywać metanolu, nawet w niewielkich ilościach.",zadanie zawiera błąd
133,CHEM-P8-A01,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,A,1,Tłuszcz jako szczególny ester,"Co łączy tłuszcze z estrami, o których uczyłeś się w poprzedniej partii — dlaczego tłuszcz to szczególny rodzaj estru?","Tłuszcz jest estrem, bo powstaje dokładnie tak samo jak każdy inny ester — w reakcji kondensacji (estryfikacji) alkoholu z kwasem karboksylowym, z wydzieleniem wody i utworzeniem wiązania estrowego. Tłuszcz jest jednak szczególnym, bardziej rozbudowanym estrem, ponieważ zawsze alkoholem jest glicerol (alkohol trójwodorotlenowy, mający trzy grupy -OH), a kwasami są długołańcuchowe kwasy tłuszczowe — dlatego z jedną cząsteczką glicerolu reagują aż trzy cząsteczki kwasu, tworząc jednocześnie trzy wiązania estrowe (tzw. triglicerydy), a nie tylko jedno jak w prostym estrze."
134,CHEM-P8-A02,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,A,2,Denaturacja a koagulacja białka,Na czym polega różnica między denaturacją a koagulacją białka?,"Denaturacja to zmiana przestrzennej budowy cząsteczki białka (rozpad jej drugorzędowej, trzeciorzędowej lub czwartorzędowej struktury) pod wpływem czynników takich jak wysoka temperatura, silne kwasy lub zasady, alkohol czy jony metali ciężkich — w jej wyniku białko traci swoją naturalną funkcję biologiczną. Koagulacja to natomiast widoczny, praktyczny skutek denaturacji — czyli fizyczne wytrącanie się (zbrylanie, ścinanie) białka, które staje się nierozpuszczalne, np. białko jajka twardniejące i bieleje pod wpływem gotowania. Można więc powiedzieć, że koagulacja jest zazwyczaj obserwowalnym efektem denaturacji, a nie odrębnym, niezależnym procesem."
135,CHEM-P8-B01,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,1,"Kwas stearynowy i oleinowy – wzory, różnice",Podaj nazwę i wzór kwasu stearynowego (nasyconego) i oleinowego (nienasyconego). Czym różnią się strukturalnie?,"Kwas stearynowy (kwas oktadekanowy) ma wzór C17H35COOH i jest kwasem nasyconym — jego łańcuch węglowy zawiera wyłącznie pojedyncze wiązania C-C. Kwas oleinowy (kwas cis-oktadec-9-enowy) ma wzór C17H33COOH i jest kwasem nienasyconym — w jego łańcuchu węglowym występuje jedno podwójne wiązanie C=C, które powoduje charakterystyczne „załamanie” (zgięcie) łańcucha w tym miejscu. To właśnie obecność wiązania podwójnego w kwasie oleinowym, a jego brak w kwasie stearynowym, jest kluczową różnicą strukturalną — trzeba uważać, żeby nie pomylić, który z nich jest nasycony: nasycony (bez wiązań podwójnych) to stearynowy, a nienasycony (z wiązaniem podwójnym) to oleinowy.","pułapka: pomylenie, który kwas jest nasycony"
136,CHEM-P8-B02,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,2,Odróżnianie kwasu oleinowego od palmitynowego,Zaproponuj doświadczenie pozwalające odróżnić kwas oleinowy od palmitynowego.,"Do dwóch osobnych probówek wlewamy niewielkie ilości kwasu oleinowego i kwasu palmitynowego, a następnie do każdej z nich dodajemy kilka kropli wody bromowej i wstrząsamy. Kwas oleinowy, jako związek nienasycony z wiązaniem podwójnym C=C, przereaguje z bromem w reakcji addycji i odbarwi wodę bromową (brązowe zabarwienie zniknie), natomiast kwas palmitynowy, jako związek w pełni nasycony (bez wiązań wielokrotnych), nie wejdzie w reakcję z bromem i zabarwienie wody bromowej pozostanie bez zmian. Kluczowa pułapka: samo porównanie wyglądu, zapachu czy konsystencji obu kwasów nie wystarcza do jednoznacznego rozróżnienia — trzeba odwołać się właśnie do reakcji z wodą bromową, bo to ona bezpośrednio wykrywa obecność wiązania podwójnego charakterystycznego dla kwasów nienasyconych.",pułapka: brak odniesienia do reakcji z wodą bromową
137,CHEM-P8-B03,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,3,Tłuszcz jako ester – z czego powstaje,"Wytłumacz, dlaczego tłuszcz jest estrem, wskazując dwa typy związków, z których powstaje.","Tłuszcz jest estrem, ponieważ powstaje w reakcji estryfikacji (kondensacji) dwóch typów związków: alkoholu oraz kwasu karboksylowego, z jednoczesnym wydzieleniem cząsteczek wody i utworzeniem wiązań estrowych -COO-. W przypadku tłuszczów alkoholem jest zawsze glicerol (gliceryna), czyli alkohol trójwodorotlenowy, a kwasami są długołańcuchowe kwasy tłuszczowe (nasycone lub nienasycone). Ponieważ glicerol ma trzy grupy -OH, reaguje jednocześnie z trzema cząsteczkami kwasu tłuszczowego, tworząc trzy wiązania estrowe i wydzielając trzy cząsteczki wody. Pułapka: nie wystarczy powiedzieć ogólnie „alkohol i kwas” — trzeba wyraźnie wskazać, że tym konkretnym alkoholem w tłuszczach jest zawsze gliceryna, a nie dowolny alkohol.","pułapka: pominięcie, że alkoholem jest zawsze gliceryna"
138,CHEM-P8-B04,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,4,Kondensacja dwóch cząsteczek glicyny,Zapisz uproszczone równanie reakcji kondensacji dwóch cząsteczek glicyny.,"Uproszczone równanie: H2N-CH2-COOH + H2N-CH2-COOH → H2N-CH2-CO-NH-CH2-COOH + H2O. Grupa karboksylowa (-COOH) jednej cząsteczki glicyny reaguje z grupą aminową (-NH2) drugiej cząsteczki, tworząc wiązanie peptydowe (-CO-NH-) i uwalniając jedną cząsteczkę wody — powstaje w ten sposób dipeptyd (glicyloglicyna). Pułapka: kondensacja to nie jest zwykłe „sklejenie” dwóch cząsteczek bez żadnych zmian — jej istotą jest właśnie utworzenie nowego wiązania z jednoczesnym wydzieleniem drobnej cząsteczki (tu: wody); pominięcie H2O po prawej stronie równania jest błędem, bo bez wydzielenia wody nie mielibyśmy do czynienia z reakcją kondensacji, tylko z jakimś innym, niepoprawnym zapisem.",pułapka: pomylenie kondensacji z prostym łączeniem bez wydzielenia wody
139,CHEM-P8-B05,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,5,Pierwiastki w białkach,Wymień pierwiastki wchodzące w skład białek.,"Białka zbudowane są głównie z węgla (C), wodoru (H), tlenu (O) i azotu (N), a dodatkowo bardzo często zawierają też siarkę (S), a w niektórych białkach występuje również fosfor (P). Kluczowa pułapka: nie wolno poprzestać na wymienieniu tylko C, H i O (czyli tych samych pierwiastków, które budują np. cukry czy tłuszcze) — to, co odróżnia białka od innych związków biologicznych, to właśnie obecność azotu (obecnego zawsze, w grupach aminowych) i bardzo często siarki (obecnej np. w niektórych aminokwasach, takich jak cysteina czy metionina); pominięcie azotu i/lub siarki jest błędem, bo to one są charakterystyczne dla białek.",pułapka: pominięcie azotu i/lub siarki
140,CHEM-P8-B06,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,6,Białko jaja – ogrzewanie i CuSO4,"Opisz, co stanie się z białkiem jaja kurzego pod wpływem ogrzewania oraz roztworu CuSO4, i nazwij oba procesy.","Pod wpływem ogrzewania białko jaja ulega denaturacji termicznej (potocznie zwanej ścinaniem lub koagulacją cieplną) — traci swoją naturalną strukturę przestrzenną, staje się nierozpuszczalne i widocznie twardnieje oraz bieleje, tak jak przy gotowaniu jajka na twardo. Pod wpływem roztworu siarczanu(VI) miedzi(II) (CuSO4) zachodzi natomiast wytrącanie (denaturacja) białka solami metali ciężkich — jony miedzi trwale niszczą strukturę przestrzenną białka, powodując jego wytrącenie się w postaci nierozpuszczalnego osadu, co jest wykorzystywane np. jako odtrutka przy zatruciach niektórymi solami metali ciężkich. Kluczowa pułapka: mimo że oba procesy w szerokim sensie są rodzajem denaturacji, w odpowiedzi trzeba je nazwać różnymi, bardziej precyzyjnymi terminami — denaturacja termiczna (koagulacja pod wpływem temperatury) w przypadku ogrzewania oraz wytrącanie/denaturacja solami metali ciężkich w przypadku CuSO4 — a nie użyć jednego, identycznego określenia dla obu, bo to zaciera różnicę w przyczynie i mechanizmie każdego z tych procesów.",pułapka: nazwanie obu procesów tym samym terminem
141,CHEM-P8-B07,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,7,Pierwiastki w cukrach,Wymień pierwiastki wchodzące w skład cukrów.,"Cukry (węglowodany) zbudowane są wyłącznie z trzech pierwiastków: węgla (C), wodoru (H) i tlenu (O), przy czym w wielu z nich stosunek wodoru do tlenu jest taki sam jak w wodzie (2:1), co zresztą tłumaczy historyczną nazwę „węglowodany”. Kluczowa pułapka: cukry, w odróżnieniu od białek, nie zawierają azotu — dodanie azotu do listy pierwiastków budujących cukry jest błędem, bo azot jest charakterystyczny właśnie dla białek (obecny w grupach aminowych), a nie dla węglowodanów.","pułapka: dodanie azotu, którego cukry nie zawierają"
142,CHEM-P8-B08,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,B,8,Wykrywanie skrobi jodyną,Jak za pomocą jodyny wykryjesz obecność skrobi w produkcie? Jaką zmianę koloru zaobserwujesz?,"Aby wykryć obecność skrobi, na badany produkt (np. kawałek chleba, ziemniaka lub inną próbkę) nanosimy kilka kropel jodyny (roztworu jodu, np. płynu Lugola). Jeśli w produkcie znajduje się skrobia, jej cząsteczki tworzą z jodem charakterystyczny kompleks i pojawia się intensywne granatowo-fioletowe (ciemnoniebieskie, prawie czarne) zabarwienie w miejscu kontaktu z jodyną; brak takiej zmiany koloru oznacza, że skrobi w próbce nie ma. Kluczowa pułapka: kolor tej reakcji nie jest po prostu „niebieski” — trzeba dokładnie określić go jako granatowo-fioletowy (czasem opisywany jako granatowoczarny), bo samo słowo „niebieski” jest zbyt ogólne i często uznawane za niepełną odpowiedź.","pułapka: pomylenie koloru — powinno być granatowo-fioletowe, nie po prostu niebieskie"
143,CHEM-P8-C01,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,C,1,Kwas palmitynowy vs oleinowy – woda bromowa,"Zanim ocenisz dokładnie, oszacuj „na oko”, który kwas — palmitynowy czy oleinowy — odbarwi wodę bromową, opierając się na analogii z Partii 6. Uzasadnij.","Na pierwszy rzut oka, przez analogię do węglowodorów z Partii 6 (gdzie alkeny, mające wiązanie podwójne, odbarwiają wodę bromową w reakcji addycji, a alkany, w pełni nasycone, tego nie robią), można od razu wskazać kwas oleinowy jako ten, który odbarwi wodę bromową. Uzasadnienie: kwas oleinowy jest kwasem nienasyconym — zawiera w swoim łańcuchu węglowym jedno wiązanie podwójne C=C, dokładnie tak jak alken, więc podobnie jak alken ulega reakcji addycji bromu i odbarwia wodę bromową. Kwas palmitynowy natomiast jest w pełni nasycony (ma wyłącznie pojedyncze wiązania C-C), więc zachowuje się jak alkan — nie reaguje z bromem i nie odbarwia wody bromowej. Ta analogia (nienasycenie = zdolność do reakcji addycji z bromem) jest kluczem do przewidzenia wyniku bez konieczności przeprowadzania doświadczenia."
144,CHEM-P8-C02,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,C,2,Powstawanie tłuszczu z glicerolu i kwasów tłuszczowych,"Wytłumacz krok po kroku, jak z glicerolu i trzech cząsteczek kwasu tłuszczowego powstaje cząsteczka tłuszczu i jaki produkt uboczny przy tym powstaje.","Krok pierwszy: glicerol (gliceryna) to alkohol trójwodorotlenowy, posiadający trzy grupy -OH, a każda z nich może osobno przereagować z grupą -COOH kwasu tłuszczowego. Krok drugi: pierwsza grupa -OH glicerolu reaguje z grupą -COOH pierwszej cząsteczki kwasu tłuszczowego w reakcji estryfikacji (kondensacji), tworząc jedno wiązanie estrowe -COO- i wydzielając jedną cząsteczkę wody. Krok trzeci: dokładnie to samo dzieje się kolejno z drugą i trzecią grupą -OH glicerolu oraz kolejnymi dwiema cząsteczkami kwasu tłuszczowego (tym samym lub różnymi kwasami), aż wszystkie trzy grupy -OH zostaną zestryfikowane. W efekcie powstaje jedna cząsteczka tłuszczu (triglicerydu), w którym trzy reszty kwasów tłuszczowych są połączone z cząsteczką glicerolu trzema wiązaniami estrowymi, a produktem ubocznym całej reakcji są łącznie trzy cząsteczki wody (po jednej z każdego etapu estryfikacji)."
145,CHEM-P8-C03,chemia,8,Substancje chemiczne o znaczeniu biologicznym,Substancje chemiczne o znaczeniu biologicznym,C,3,Skład pierwiastkowy białek i cukrów,"Porównaj skład pierwiastkowy białek i cukrów — co je różni, a co łączy?","Cechą wspólną białek i cukrów jest to, że obie te grupy związków zawierają w swojej budowie węgiel (C), wodór (H) i tlen (O) — to podstawowe pierwiastki wspólne dla całej chemii organicznej związków biologicznych. Różnica polega na tym, że białka, oprócz C, H i O, zawierają dodatkowo zawsze azot (N), obecny w charakterystycznych dla aminokwasów grupach aminowych, a bardzo często również siarkę (S), a czasem fosfor (P) — natomiast cukry (węglowodany) zbudowane są wyłącznie z C, H i O i nigdy nie zawierają azotu ani siarki. Ta różnica w składzie pierwiastkowym ma praktyczne znaczenie, bo to właśnie obecność azotu pozwala odróżnić związki białkowe od węglowodanów już na poziomie analizy składu chemicznego."
